File;Item Start;Item End;Left Context;Match;Right Context;Speaker;Survey;Task
cqaab1gg.TextGrid;140.135;142.815;euh, les relations des Jésuite;0413;s. AB: Euh, des Jésuite0412s q;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;142.815;145.833;ite0413s. AB: Euh, des Jésuite;0412;s qui sont ve0212nus ici au te;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;145.833;147.69; colonie. AB: Puis c'est drôle;0412; parce0312 que1421 ils disaien;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;145.833;147.69; c'est drôle0412 parce0312 que;1421; ils disaient euh, AB: les f/ ;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;147.69;151.558; y ait des français qui habite;0412;nt près des tribus amérindienn;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;147.69;151.558;t près des tribus amérindienne;0413;s, AB: en tous cas (XXX) c'est;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;151.558;153.539;(XXX) c'est les tribus sauvage;0413;s. AB: Euh parce0422 que1413. ;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;153.539;155.125; s sauvage0413s. AB: Euh parce;0422; que1413. AB: Les sauvage0411s;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;153.539;155.125; e0413s. AB: Euh parce0422 que;1413;. AB: Les sauvage0411s allaien;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;155.125;158.101;e0422 que1413. AB: Les sauvage;0411;s allaient apprend0452re les m;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;155.125;158.101; sauvage0411s allaient apprend;0452;re les manière0411s amérindien;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;155.125;158.101;ient apprend0452re les manière;0411;s amérindienne0413s. AB: Sauf ;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;155.125;158.101; les manière0411s amérindienne;0413;s. AB: Sauf que1122 c'est le01;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;158.101;161.144;que1122 c'est le0112 contraire;0412; qui est arrivé c'est les fran;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;161.144;163.515;2 sont mis à, AB: à, à, à agir;0412; comme, comme0412 les amérindi;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;161.144;163.515; à, à, à agir0412 comme, comme;0412; les amérindiens. AB: Fait qu';CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;163.515;166.993;: Fait qu'ils se0112 sont fait;0411; avoir0412 là, (je trouve ça, ;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;163.515;166.993;ils se0112 sont fait0411 avoir;0412; là, (je trouve ça, je trouve);CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;166.993;171.032;raiment euh. AB: Parce0312 que;1422; c'est vrai que0112 les amérin;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;166.993;171.032;es amérindiens étaient peut-êt;0452;re plus adaptés au climat, plu;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;171.032;175.026; adaptés à. AB: Bien des chose;0412;s que1122 les, les, les pauv04;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;171.032;175.026;12s que1122 les, les, les pauv;0452;res français qui sont débarqué;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;176.151;180.185;12nant (euh sérieux) on arrive;0411; et avec0411 u/-ne tempête0412;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;176.151;180.185;sérieux) on arrive0411 et avec;0411; u/-ne tempête0412 de1122 neig;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;176.151;180.185;0411 et avec0411 u/-ne tempête;0412; de1122 neige0411 euh. AB: Deu;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;176.151;180.185;u/-ne tempête0412 de1122 neige;0411; euh. AB: Deux mèt0452res de11;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;180.185;182.762;22 neige0411 euh. AB: Deux mèt;0452;res de1122 neige0412 qui tombe;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;180.185;182.762;: Deux mèt0452res de1122 neige;0412; qui tombe0411nt il fait moins;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;180.185;182.762;res de1122 neige0412 qui tombe;0411;nt il fait moins trente0412 là;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;180.185;182.762;mbe0411nt il fait moins trente;0412; là euh, AB: faut être0421 é/ ;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;182.762;186.322;ente0412 là euh, AB: faut être;0421; é/ faut être0421 équipé là (r;CQAAB1;CQA;Formal interview
cqaab1gg.TextGrid;182.762;186.322;AB: faut être0421 é/ faut être;0421; équipé là (rires). AB: Ah. Le;CQAAB1;CQA;Formal interview
cqaab1lg.TextGrid;9.51392;15.94;ade (rires). AB: Parce0312 que;1422; tantôt (XX) et moi on a discu;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;9.51392;15.94;1112 la situation garçon fille;0411; au Québec0412, AB: qui était ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;9.51392;15.94;ion garçon fille0411 au Québec;0412;, AB: qui était différente0413;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;15.94;19.9734;0412, AB: qui était différente;0413;, (hésitation) de1132 d'aut045;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;15.94;19.9734;413, (hésitation) de1132 d'aut;0452;res régions du monde0413. AB: ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;15.94;19.9734; d'aut0452res régions du monde;0413;. AB: Et, nous ce0112 qu'on a ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;22.3702;28.7018;312ment à, probablement, d'aut;0452;res régions du monde0412 peut-;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;22.3702;28.7018; d'aut0452res régions du monde;0412; peut-êt0452re surtout ben, pa;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;22.3702;28.7018;s régions du monde0412 peut-êt;0452;re surtout ben, pas surtout ma;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;22.3702;28.7018;ut ben, pas surtout mais entre;0421; autre0421s en Europe0413, AB:;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;22.3702;28.7018;s surtout mais entre0421 autre;0421;s en Europe0413, AB: Les fille;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;22.3702;28.7018;entre0421 autre0421s en Europe;0413;, AB: Les filles0412 peuve0412;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;28.7018;32.9257; en Europe0413, AB: Les filles;0412; peuve0412nt faire0412 les pre;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;28.7018;32.9257;0413, AB: Les filles0412 peuve;0412;nt faire0412 les premiers pas,;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;28.7018;32.9257;s filles0412 peuve0412nt faire;0412; les premiers pas, pour0411 al;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;28.7018;32.9257;ire0412 les premiers pas, pour;0411; aller euh, draguer un (X),  (;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;32.9257;38.6212;uis, c'est, c'est pas vu comme;0411; une0411 fille0412 facile0411 ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;32.9257;38.6212;st, c'est pas vu comme0411 une;0411; fille0412 facile0411 ou quoi ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;32.9257;38.6212;pas vu comme0411 une0411 fille;0412; facile0411 ou quoi que0112 ce;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;32.9257;38.6212;e0411 une0411 fille0412 facile;0411; ou quoi que0112 ce1122 soit, ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;32.9257;38.6212;t-ce0132 que1122 tu es d'accor;0413;d. (pause) JF: Bon, mon expéri;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;44.4458;46.247;nte0312nant tu apprendrais que;0411; euh, AB: une0412 fille0411 eu;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;46.247;49.2997;prendrais que0411 euh, AB: une;0412; fille0411 euh bon tu as un de;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;46.247;49.2997;que0411 euh, AB: une0412 fille;0411; euh bon tu as un de0112 tes a;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;46.247;49.2997;s un de0112 tes amis qui a une;0412; nouvelle0412 blonde0413, AB: ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;46.247;49.2997;es amis qui a une0412 nouvelle;0412; blonde0413, AB: puis, c'est l;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;46.247;49.2997; a une0412 nouvelle0412 blonde;0413;, AB: puis, c'est la fille0412;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;49.2997;54.4589;0413, AB: puis, c'est la fille;0412; qui a, qui a cruisé ton ami. ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;49.2997;54.4589;u vas trouver que0112 la fille;0412; c'est une0412 fille0412 facil;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;49.2997;54.4589;que0112 la fille0412 c'est une;0412; fille0412 facile0411 et? <JF:;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;49.2997;54.4589; fille0412 c'est une0412 fille;0412; facile0411 et? <JF: Moi?> JF:;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;49.2997;54.4589;c'est une0412 fille0412 facile;0411; et? <JF: Moi?> JF: Non. <AB: ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;78.7263;84.5637; Ca fait un peu vieux jeu pour;0412; nous hein.> AB: Cette0411 esp;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;84.5637;86.3398;pour0412 nous hein.> AB: Cette;0411; espèce0412 de2121 euh, AB: d';CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;84.5637;86.3398;us hein.> AB: Cette0411 espèce;0412; de2121 euh, AB: d'obligation,;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;88.0256;93.2095;c'est comme si euh.> qui fasse;0412; les premiers pas, et tout et ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;115.532;119.923;le euh, là-dessus euh. AB: Jus;0452;te te1122 donner un conseil041;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;115.532;119.923;452te te1122 donner un conseil;0413;, cogne0412 pas ton coude0412 ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;115.532;119.923;2 donner un conseil0413, cogne;0412; pas ton coude0412 sur0412 la ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;115.532;119.923;l0413, cogne0412 pas ton coude;0412; sur0412 la tab0453le, ça va ê;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;115.532;119.923;ogne0412 pas ton coude0412 sur;0412; la tab0453le, ça va êt0452re ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;115.532;119.923;s ton coude0412 sur0412 la tab;0453;le, ça va êt0452re mauvais pou;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;115.532;119.923;sur0412 la tab0453le, ça va êt;0452;re mauvais pour0412 le (rires);CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;115.532;119.923;e, ça va êt0452re mauvais pour;0412; le (rires). JF: Désolé. AB: J;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;120.837;123.437;. AB: J'ai de0112 l'expérience;0412; dans les entrevues donc0411 e;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;120.837;123.437;ce0412 dans les entrevues donc;0411; euh (rire). EQ: c'est, faut ê;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;126.028;129.046;faire cela. <AB: Mais on bouge;0412; pas.> AB: Sois relax2423. <EQ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;180.551;182.603;is arrivé ça. AB: Non, peut-êt;0452;re pas, peut-êt0452re pas auss;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;180.551;182.603;on, peut-êt0452re pas, peut-êt;0452;re pas aussi, AB: Non, peut-ê2;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;182.603;185.024;53tre, tu veux ve0212nir prend;0451;re un café ou quelque1322 chos;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;182.603;185.024;e un café ou quelque1322 chose;0412; AB: comme0412 ça, peut-êt0452;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;185.024;188.366;uelque1322 chose0412 AB: comme;0412; ça, peut-êt0452re pas tout-de;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;185.024;188.366;0412 AB: comme0412 ça, peut-êt;0452;re pas tout-de0312-suite0412 d;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;185.024;188.366;êt0452re pas tout-de0312-suite;0412; dire0412 rent0452re chez moi ;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;185.024;188.366;pas tout-de0312-suite0412 dire;0412; rent0452re chez moi ce1112 so;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;185.024;188.366;de0312-suite0412 dire0412 rent;0452;re chez moi ce1112 soir0413 (r;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;185.024;188.366;ent0452re chez moi ce1112 soir;0413; (rires). AB: Il y a peut-êt04;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;188.366;192.295;13 (rires). AB: Il y a peut-êt;0452;re <EQ: Viens voir mes tableau;CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;188.366;192.295;es tableaux japonais.> quelque;1422;s étape0412s qui sont. (rires);CQAAB1;CQA;Informal interview
cqaab1lg.TextGrid;188.366;192.295; japonais.> quelque1422s étape;0412;s qui sont. (rires) AB: J'ai u;CQAAB1;CQA;Informal interview
cqaab1tg.TextGrid;0;2.75959;   AB: Le1132 Premier Ministre;0421; ira-t-il à Beaulieu? AB: Le11;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;2.75959;4.61516;à Beaulieu? AB: Le1132 village;0412; de1122 Beaulieu est en grand ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;4.61516;9.34195; moi. AB: Le1132 Premier Minis;0451;tre a en effet décidé de1112 f;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;4.61516;9.34195;a en effet décidé de1112 faire;0411; étape0412 dans cette0412 comm;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;4.61516;9.34195; décidé de1112 faire0411 étape;0412; dans cette0412 commune0411 au;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;4.61516;9.34195;faire0411 étape0412 dans cette;0412; commune0411 au cour0412s de01;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;4.61516;9.34195;ape0412 dans cette0412 commune;0411; au cour0412s de0122 sa tourné;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;4.61516;9.34195; cette0412 commune0411 au cour;0412;s de0122 sa tournée de0112 la ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;9.34195;14.4518; année. AB: Jusqu'ici les seul;0412;s tit0452res de1112 gloire0412;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;9.34195;14.4518;B: Jusqu'ici les seul0412s tit;0452;res de1112 gloire0412 de1122 B;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;9.34195;14.4518;0412s tit0452res de1112 gloire;0412; de1122 Beaulieu étaient son v;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;9.34195;14.4518;lieu étaient son vin blanc sec;0413;, ses jemi/ che1212mise0411s e;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;9.34195;14.4518;sec0413, ses jemi/ che1212mise;0411;s en soie, AB: un champion lo ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;14.4518;17.9745; n soie, AB: un champion local;0412; de1122 course0421 à pied, Lou;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;14.4518;17.9745;ampion local0412 de1122 course;0421; à pied, Louis Jarret, euh Gar;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;17.9745;23.4586; Garret, pardon, AB: quatrième;0411; aux jeux olympique0412s de112;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;17.9745;23.4586;atrième0411 aux jeux olympique;0412;s de1122 Berlin en mille0412 n;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;17.9745;23.4586;ue0412s de1122 Berlin en mille;0412; neuf cent trente0412 six0413,;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;17.9745;23.4586; en mille0412 neuf cent trente;0412; six0413, et plus récemment, s;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;17.9745;23.4586;e0412 neuf cent trente0412 six;0413;, et plus récemment, son usine;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;17.9745;23.4586;, et plus récemment, son usine;0412; de1122 pâtes0411 italiennes04;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;17.9745;23.4586;nt, son usine0412 de1122 pâtes;0411; italiennes0413. AB: Qu'est-c ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;17.9745;23.4586;12 de1122 pâtes0411 italiennes;0413;. AB: Qu'est-ce0112 qui a don ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;23.4586;26.044;  AB: Qu'est-ce0112 qui a donc;0412; valu à Beaulieu ce1112 grand ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;23.4586;26.044; Beaulieu ce1112 grand honneur;0413; ? AB: Le1131 hasar0413d, tou ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;26.044;34.3021; onneur0413 ? AB: Le1131 hasar;0413;d, tout bête0312ment, car0412 ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;26.044;34.3021;r0413d, tout bête0312ment, car;0412; le1122 Premier Minis0453tre, ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;26.044;34.3021;, car0412 le1122 Premier Minis;0453;tre, lassé des circuits habitu;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;26.044;34.3021;e, lassé des circuits habituel;0412;s qui tournaient toujour0411s ;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;26.044;34.3021;el0412s qui tournaient toujour;0411;s  autour0412 des même0412s vi;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;26.044;34.3021;ournaient toujour0411s  autour;0412; des même0412s ville0413s, veu;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;26.044;34.3021;jour0411s  autour0412 des même;0412;s ville0413s, veut découvrir04;CQAAB1;CQA;Read text
cqaab1tg.TextGrid;26.044;34.3021;autour0412 des même0412s ville;0413;s, veut découvrir0412 ce1122 q;CQAAB1;CQA;Read text
